customerID,churn_probability,churn_prediction,risk_level,tenure,Contract,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,TechSupport,PaymentMethod
7825-GKXMW,0.985,Yes,Critical Risk,1,Month-to-month,45.8,45.8,DSL,No,No,Electronic check
5976-JCJRH,0.985,Yes,Critical Risk,10,Month-to-month,70.3,738.2,Fiber optic,No,No,Electronic check
2645-QTLMB,0.985,Yes,Critical Risk,7,Month-to-month,94.25,669,Fiber optic,No,No,Electronic check
8374-XGEJJ,0.985,Yes,Critical Risk,43,Month-to-month,101.0,4388.4,Fiber optic,No,No,Electronic check
0812-WUPTB,0.985,Yes,Critical Risk,1,Month-to-month,70.85,70.85,Fiber optic,No,No,Mailed check
6393-WRYZE,0.985,Yes,Critical Risk,34,Month-to-month,97.65,3207.55,Fiber optic,No,No,Electronic check
6108-OQZDQ,0.985,Yes,Critical Risk,4,Month-to-month,97.95,384.5,Fiber optic,No,No,Electronic check
6595-YGXIT,0.985,Yes,Critical Risk,25,Month-to-month,88.95,2291.2,Fiber optic,No,No,Electronic check
3797-VTIDR,0.985,Yes,Critical Risk,1,Month-to-month,23.45,23.45,DSL,No,No,Electronic check
5494-HECPR,0.985,Yes,Critical Risk,1,Month-to-month,80.25,80.25,Fiber optic,No,No,Electronic check
9846-GKXAS,0.985,Yes,Critical Risk,9,Month-to-month,90.8,809.75,Fiber optic,No,No,Bank transfer (automatic)
8510-AWCXC,0.985,Yes,Critical Risk,13,Month-to-month,100.8,1308.1,Fiber optic,Yes,No,Electronic check
5349-IECLD,0.985,Yes,Critical Risk,2,Month-to-month,94.95,178.1,Fiber optic,No,No,Electronic check
7341-LXCAF,0.985,Yes,Critical Risk,4,Month-to-month,74.65,301.4,Fiber optic,No,No,Electronic check
7240-ETPTR,0.985,Yes,Critical Risk,9,Month-to-month,48.75,442.2,DSL,No,No,Electronic check
5956-VKDTT,0.985,Yes,Critical Risk,5,Month-to-month,74.35,334.8,Fiber optic,No,No,Electronic check
6029-WTIPC,0.985,Yes,Critical Risk,37,Month-to-month,101.1,3744.05,Fiber optic,No,No,Electronic check
6298-QDFNH,0.985,Yes,Critical Risk,22,Month-to-month,79.35,1730.35,Fiber optic,No,No,Electronic check
2154-KVJFF,0.985,Yes,Critical Risk,15,Month-to-month,79.75,1111.85,Fiber optic,No,No,Electronic check
4514-GFCFI,0.985,Yes,Critical Risk,16,Month-to-month,84.75,1350.15,Fiber optic,No,No,Electronic check
5502-RLUYV,0.985,Yes,Critical Risk,69,Month-to-month,103.95,7446.9,Fiber optic,No,No,Electronic check
1062-LHZOD,0.985,Yes,Critical Risk,1,Month-to-month,69.9,69.9,Fiber optic,No,No,Mailed check
2379-ENZGV,0.985,Yes,Critical Risk,6,Month-to-month,84.85,523.5,Fiber optic,No,No,Electronic check
1455-UGQVH,0.985,Yes,Critical Risk,10,Month-to-month,98.5,1037.75,Fiber optic,No,No,Electronic check
7908-QCBCA,0.985,Yes,Critical Risk,1,Month-to-month,69.4,69.4,Fiber optic,No,No,Mailed check
6110-OHIHY,0.985,Yes,Critical Risk,3,Month-to-month,79.25,267.6,Fiber optic,No,No,Electronic check
2737-YNGYW,0.985,Yes,Critical Risk,2,Month-to-month,80.55,184.1,Fiber optic,No,No,Electronic check
9317-WZPGV,0.985,Yes,Critical Risk,2,Month-to-month,79.75,159.4,Fiber optic,No,No,Bank transfer (automatic)
1031-IIDEO,0.985,Yes,Critical Risk,1,Month-to-month,70.85,70.85,Fiber optic,No,No,Electronic check
4285-GYRQC,0.985,Yes,Critical Risk,7,Month-to-month,86.25,587.1,Fiber optic,No,No,Electronic check
4529-CKBCL,0.985,Yes,Critical Risk,2,Month-to-month,80.2,146.05,Fiber optic,No,No,Electronic check
5364-EVNIB,0.985,Yes,Critical Risk,13,Month-to-month,79.8,973.45,Fiber optic,No,No,Electronic check
2867-UIMSS,0.985,Yes,Critical Risk,1,Month-to-month,80.5,80.5,Fiber optic,No,No,Electronic check
3683-QKIUE,0.985,Yes,Critical Risk,6,Month-to-month,50.8,288.05,DSL,No,Yes,Bank transfer (automatic)
5564-NEMQO,0.985,Yes,Critical Risk,1,Month-to-month,75.3,75.3,Fiber optic,No,No,Bank transfer (automatic)
8775-LHDJH,0.985,Yes,Critical Risk,1,Month-to-month,90.6,90.6,Fiber optic,No,No,Electronic check
0818-OCPZO,0.985,Yes,Critical Risk,27,Month-to-month,81.45,2122.05,Fiber optic,No,No,Electronic check
9546-CQJSU,0.985,Yes,Critical Risk,2,Month-to-month,91.4,193.6,Fiber optic,No,No,Electronic check
7394-FKDNK,0.985,Yes,Critical Risk,9,Month-to-month,89.45,853.1,Fiber optic,No,No,Electronic check
1907-UBQFC,0.985,Yes,Critical Risk,10,Month-to-month,72.85,688.65,Fiber optic,No,No,Electronic check
2344-JMOGN,0.985,Yes,Critical Risk,9,Month-to-month,94.85,890.6,Fiber optic,No,Yes,Mailed check
8433-WXGNA,0.985,Yes,Critical Risk,2,Month-to-month,75.7,189.2,Fiber optic,Yes,No,Electronic check
4572-DVCGN,0.985,Yes,Critical Risk,10,Month-to-month,80.25,846,Fiber optic,No,No,Bank transfer (automatic)
9117-SHLZX,0.985,Yes,Critical Risk,1,Month-to-month,45.7,45.7,DSL,No,No,Mailed check
7074-IEVOJ,0.985,Yes,Critical Risk,3,Month-to-month,79.4,205.05,Fiber optic,No,No,Electronic check
4315-MURBD,0.985,Yes,Critical Risk,12,Month-to-month,98.9,1120.95,Fiber optic,Yes,Yes,Bank transfer (automatic)
2656-FMOKZ,0.985,Yes,Critical Risk,15,Month-to-month,74.45,1145.7,Fiber optic,No,No,Mailed check
3389-YGYAI,0.985,Yes,Critical Risk,8,Month-to-month,105.5,829.55,Fiber optic,No,No,Electronic check
5380-AFSSK,0.985,Yes,Critical Risk,5,Month-to-month,93.9,486.85,Fiber optic,No,No,Mailed check
6683-VLCTZ,0.985,Yes,Critical Risk,20,Month-to-month,98.55,1842.8,Fiber optic,No,No,Electronic check
3074-GQWYX,0.985,Yes,Critical Risk,5,Month-to-month,75.9,357.75,Fiber optic,No,No,Bank transfer (automatic)
9223-UCPVT,0.985,Yes,Critical Risk,1,Month-to-month,94.4,94.4,Fiber optic,No,No,Electronic check
0887-HJGAR,0.985,Yes,Critical Risk,1,Month-to-month,45.7,45.7,DSL,No,No,Mailed check
1678-FYZOW,0.985,Yes,Critical Risk,3,Month-to-month,79.4,244.65,Fiber optic,No,No,Electronic check
2055-PDADH,0.985,Yes,Critical Risk,3,Month-to-month,70.4,204.7,Fiber optic,No,No,Electronic check
1086-LXKFY,0.985,Yes,Critical Risk,1,Month-to-month,69.1,69.1,Fiber optic,No,No,Mailed check
9885-CSMWE,0.985,Yes,Critical Risk,1,Month-to-month,78.45,78.45,Fiber optic,No,No,Electronic check
8058-JMEQO,0.985,Yes,Critical Risk,9,Month-to-month,84.45,762.5,Fiber optic,No,No,Electronic check
4822-NGOCH,0.985,Yes,Critical Risk,13,Month-to-month,84.45,1058.6,Fiber optic,No,No,Electronic check
9172-ANCRX,0.985,Yes,Critical Risk,10,Month-to-month,98.7,973.25,Fiber optic,Yes,No,Electronic check
7892-POOKP,0.985,Yes,Critical Risk,28,Month-to-month,104.8,3046.05,Fiber optic,No,Yes,Electronic check
3494-JCHRQ,0.985,Yes,Critical Risk,1,Month-to-month,70.05,70.05,Fiber optic,No,No,Electronic check
4210-QFJMF,0.985,Yes,Critical Risk,4,Month-to-month,79.15,317.25,Fiber optic,No,No,Electronic check
3198-VELRD,0.985,Yes,Critical Risk,3,Month-to-month,84.75,264.85,Fiber optic,No,No,Bank transfer (automatic)
8382-SHQEH,0.985,Yes,Critical Risk,8,Month-to-month,84.9,764.95,Fiber optic,No,No,Electronic check
5940-NFXKV,0.985,Yes,Critical Risk,19,Month-to-month,83.65,1465.75,Fiber optic,No,No,Electronic check
3049-NDXFL,0.985,Yes,Critical Risk,1,Month-to-month,85.8,85.8,Fiber optic,No,No,Mailed check
6015-VVHHE,0.98,Yes,Critical Risk,5,Month-to-month,83.15,446.05,Fiber optic,No,No,Credit card (automatic)
2516-VQRRV,0.98,Yes,Critical Risk,2,Month-to-month,75.45,158.4,Fiber optic,No,No,Mailed check
5569-KGJHX,0.98,Yes,Critical Risk,9,Month-to-month,85.35,754.65,Fiber optic,No,No,Bank transfer (automatic)
7576-OYWBN,0.98,Yes,Critical Risk,3,Month-to-month,76.05,231.8,Fiber optic,No,No,Electronic check
2642-DTVCO,0.98,Yes,Critical Risk,9,Month-to-month,85.05,746.5,Fiber optic,No,No,Electronic check
2026-TGDHM,0.98,Yes,Critical Risk,7,Month-to-month,79.3,523.15,Fiber optic,No,No,Electronic check
3387-VATUS,0.98,Yes,Critical Risk,5,Month-to-month,94.85,462.8,Fiber optic,No,No,Bank transfer (automatic)
9253-QXKBE,0.98,Yes,Critical Risk,29,Month-to-month,94.45,2653.65,Fiber optic,No,No,Electronic check
4958-XCBDQ,0.98,Yes,Critical Risk,35,Month-to-month,101.4,3496.3,Fiber optic,No,No,Electronic check
0219-YTZUE,0.98,Yes,Critical Risk,4,Month-to-month,84.8,371.9,Fiber optic,No,No,Bank transfer (automatic)
6688-UZPWD,0.98,Yes,Critical Risk,11,Month-to-month,102.0,1145.35,Fiber optic,No,No,Electronic check
5804-LEPIM,0.98,Yes,Critical Risk,2,Month-to-month,70.35,139.05,Fiber optic,No,No,Electronic check
4626-GYCZP,0.98,Yes,Critical Risk,7,Month-to-month,93.85,635.6,Fiber optic,No,No,Electronic check
5077-DXTCG,0.98,Yes,Critical Risk,1,Month-to-month,45.3,45.3,DSL,No,No,Electronic check
2990-HWIML,0.98,Yes,Critical Risk,6,Month-to-month,89.5,573.3,Fiber optic,No,No,Electronic check
1565-RHDJD,0.98,Yes,Critical Risk,4,Month-to-month,84.05,333.55,Fiber optic,No,No,Bank transfer (automatic)
9330-IJWIO,0.98,Yes,Critical Risk,13,Month-to-month,100.35,1358.85,Fiber optic,Yes,No,Electronic check
3902-FOIGH,0.98,Yes,Critical Risk,12,Month-to-month,101.35,1218.55,Fiber optic,No,No,Electronic check
7693-LCKZL,0.98,Yes,Critical Risk,5,Month-to-month,80.15,385,Fiber optic,No,No,Electronic check
7779-LGOVN,0.98,Yes,Critical Risk,10,Month-to-month,86.65,856.65,Fiber optic,No,No,Electronic check
9436-ZBZCT,0.98,Yes,Critical Risk,14,Month-to-month,89.95,1178.4,Fiber optic,No,Yes,Electronic check
6275-YDUVO,0.98,Yes,Critical Risk,2,Month-to-month,86.2,178.7,Fiber optic,No,No,Mailed check
4423-YLHDV,0.98,Yes,Critical Risk,21,Month-to-month,104.4,2200.25,Fiber optic,Yes,No,Bank transfer (automatic)
4290-BSXUX,0.98,Yes,Critical Risk,3,Month-to-month,79.65,251.75,Fiber optic,No,Yes,Bank transfer (automatic)
0940-OUQEC,0.98,Yes,Critical Risk,10,Month-to-month,80.7,788.8,Fiber optic,No,No,Bank transfer (automatic)
5896-NPFWW,0.98,Yes,Critical Risk,3,Month-to-month,50.15,168.15,DSL,No,No,Electronic check
5134-IKDAY,0.98,Yes,Critical Risk,1,Month-to-month,69.8,69.8,Fiber optic,No,No,Electronic check
7270-BDIOA,0.98,Yes,Critical Risk,22,Month-to-month,90.0,1993.8,Fiber optic,No,Yes,Electronic check
8816-VXNZD,0.98,Yes,Critical Risk,1,Month-to-month,75.1,75.1,Fiber optic,No,No,Electronic check
7594-RQHXR,0.98,Yes,Critical Risk,1,Month-to-month,79.6,79.6,Fiber optic,No,No,Electronic check
2074-GKOWZ,0.98,Yes,Critical Risk,2,Month-to-month,89.55,185.55,Fiber optic,No,No,Bank transfer (automatic)
7295-JOMMD,0.98,Yes,Critical Risk,4,Month-to-month,98.1,396.3,Fiber optic,No,Yes,Bank transfer (automatic)
6140-QNRQQ,0.98,Yes,Critical Risk,1,Month-to-month,71.55,71.55,Fiber optic,No,No,Mailed check
6005-OBZPH,0.98,Yes,Critical Risk,26,Month-to-month,89.15,2277.65,Fiber optic,No,No,Electronic check
3398-FSHON,0.98,Yes,Critical Risk,12,Month-to-month,91.3,1094.5,Fiber optic,No,No,Electronic check
9837-BMCLM,0.98,Yes,Critical Risk,3,Month-to-month,78.5,242.05,Fiber optic,No,No,Electronic check
8065-YKXKD,0.98,Yes,Critical Risk,10,Month-to-month,74.75,799.65,Fiber optic,No,No,Electronic check
0023-HGHWL,0.98,Yes,Critical Risk,1,Month-to-month,25.1,25.1,DSL,No,No,Electronic check
3178-FESZO,0.98,Yes,Critical Risk,1,Month-to-month,100.25,100.25,Fiber optic,No,No,Credit card (automatic)
8922-LIEGH,0.98,Yes,Critical Risk,25,Month-to-month,89.7,2187.55,Fiber optic,No,No,Electronic check
7089-IVVAZ,0.98,Yes,Critical Risk,8,Month-to-month,103.35,847.3,Fiber optic,Yes,Yes,Bank transfer (automatic)
9601-BRXPO,0.98,Yes,Critical Risk,25,Month-to-month,104.95,2566.5,Fiber optic,No,Yes,Bank transfer (automatic)
7028-DVOIQ,0.98,Yes,Critical Risk,35,Month-to-month,99.05,3395.8,Fiber optic,No,No,Electronic check
3871-IKPYH,0.98,Yes,Critical Risk,1,Month-to-month,69.1,69.1,Fiber optic,No,No,Electronic check
7142-HVGBG,0.98,Yes,Critical Risk,43,Month-to-month,103.0,4414.3,Fiber optic,No,No,Electronic check
5519-NPHVG,0.98,Yes,Critical Risk,12,Month-to-month,94.2,1046.1,Fiber optic,No,No,Electronic check
7538-GWHML,0.98,Yes,Critical Risk,2,Month-to-month,69.65,145.15,Fiber optic,No,No,Electronic check
2024-BASKD,0.98,Yes,Critical Risk,1,Month-to-month,74.6,74.6,Fiber optic,No,No,Mailed check
5175-AOBHI,0.98,Yes,Critical Risk,4,Month-to-month,46.0,193.6,DSL,No,No,Mailed check
2446-BEGGB,0.98,Yes,Critical Risk,6,Month-to-month,98.25,560.6,Fiber optic,No,No,Electronic check
8263-JQAIK,0.98,Yes,Critical Risk,2,Month-to-month,24.45,47.5,DSL,No,No,Mailed check
4822-YCXMX,0.98,Yes,Critical Risk,25,Month-to-month,84.8,2043.45,Fiber optic,No,No,Electronic check
9944-HKVVB,0.98,Yes,Critical Risk,3,Month-to-month,95.1,307.4,Fiber optic,No,No,Electronic check
5054-IEXZT,0.98,Yes,Critical Risk,1,Month-to-month,75.35,75.35,Fiber optic,No,No,Electronic check
9282-IZGQK,0.98,Yes,Critical Risk,1,Month-to-month,85.0,85,Fiber optic,No,No,Electronic check
3934-HXCFZ,0.98,Yes,Critical Risk,23,Month-to-month,99.25,2186.4,Fiber optic,Yes,No,Electronic check
7511-YMXVQ,0.98,Yes,Critical Risk,9,Month-to-month,45.4,418.8,DSL,No,No,Electronic check
4897-QSUYC,0.979,Yes,Critical Risk,1,Month-to-month,20.15,20.15,No,No internet service,No internet service,Mailed check
0519-XUZJU,0.9767,Yes,Critical Risk,1,Month-to-month,70.75,70.75,Fiber optic,No,No,Mailed check
4800-VHZKI,0.9751,Yes,Critical Risk,1,Month-to-month,19.9,19.9,No,No internet service,No internet service,Mailed check
1866-RZZQS,0.975,Yes,Critical Risk,41,Month-to-month,98.4,4187.75,Fiber optic,No,No,Electronic check
3165-HDOEW,0.975,Yes,Critical Risk,1,Month-to-month,45.85,45.85,DSL,No,No,Mailed check
4817-QRJSX,0.975,Yes,Critical Risk,10,Month-to-month,81.0,818.05,Fiber optic,No,No,Credit card (automatic)
1579-KLYDT,0.975,Yes,Critical Risk,7,Month-to-month,90.45,593.45,Fiber optic,No,No,Electronic check
2612-RANWT,0.975,Yes,Critical Risk,12,Month-to-month,100.15,1164.3,Fiber optic,No,No,Bank transfer (automatic)
6017-PPLPX,0.975,Yes,Critical Risk,20,Month-to-month,70.45,1470.95,Fiber optic,No,No,Electronic check
9026-RNUJS,0.975,Yes,Critical Risk,5,Month-to-month,50.35,237.25,DSL,No,No,Electronic check
5519-YLDGW,0.975,Yes,Critical Risk,21,Month-to-month,103.9,2254.2,Fiber optic,Yes,No,Electronic check
5919-TMRGD,0.975,Yes,Critical Risk,1,Month-to-month,79.35,79.35,Fiber optic,No,No,Electronic check
8999-BOHSE,0.975,Yes,Critical Risk,11,Month-to-month,89.7,1047.7,Fiber optic,No,No,Bank transfer (automatic)
7881-INRLC,0.975,Yes,Critical Risk,45,Month-to-month,100.85,4740,Fiber optic,No,No,Credit card (automatic)
7760-OYPDY,0.975,Yes,Critical Risk,2,Month-to-month,80.65,144.15,Fiber optic,No,No,Electronic check
2685-SREOM,0.975,Yes,Critical Risk,25,Month-to-month,89.1,2368.4,Fiber optic,No,No,Electronic check
6221-AVQYL,0.975,Yes,Critical Risk,2,Month-to-month,73.25,131.05,Fiber optic,No,No,Credit card (automatic)
8276-MQBYC,0.975,Yes,Critical Risk,51,Month-to-month,97.8,4913.3,Fiber optic,No,No,Electronic check
4090-KPJIP,0.975,Yes,Critical Risk,3,Month-to-month,74.95,212.4,Fiber optic,No,No,Electronic check
6168-WFVVF,0.975,Yes,Critical Risk,3,Month-to-month,70.3,235.5,Fiber optic,No,No,Electronic check
4763-PGDPO,0.975,Yes,Critical Risk,4,Month-to-month,70.4,281,Fiber optic,No,No,Electronic check
1213-NGCUN,0.975,Yes,Critical Risk,6,Month-to-month,49.65,267.35,DSL,No,Yes,Bank transfer (automatic)
2528-HFYZX,0.975,Yes,Critical Risk,17,Month-to-month,76.45,1233.4,Fiber optic,No,No,Electronic check
9231-ZJYAM,0.975,Yes,Critical Risk,4,Month-to-month,78.85,292.8,Fiber optic,No,No,Electronic check
6996-KNSML,0.975,Yes,Critical Risk,1,Month-to-month,74.9,74.9,Fiber optic,No,No,Electronic check
5192-EBGOV,0.975,Yes,Critical Risk,1,Month-to-month,85.7,85.7,Fiber optic,No,No,Electronic check
2359-KMGLI,0.975,Yes,Critical Risk,24,Month-to-month,80.25,1861.5,Fiber optic,No,No,Electronic check
0947-MUGVO,0.975,Yes,Critical Risk,20,Month-to-month,73.65,1463.5,Fiber optic,No,No,Electronic check
6960-HVYXR,0.975,Yes,Critical Risk,1,Month-to-month,76.0,76,Fiber optic,No,No,Electronic check
1925-TIBLE,0.975,Yes,Critical Risk,7,Month-to-month,86.5,582.5,Fiber optic,No,No,Electronic check
0872-NXJYS,0.975,Yes,Critical Risk,9,Month-to-month,79.55,723.4,Fiber optic,No,No,Electronic check
2952-QAYZF,0.975,Yes,Critical Risk,5,Month-to-month,85.3,424.15,Fiber optic,No,No,Electronic check
1976-CFOCS,0.975,Yes,Critical Risk,1,Month-to-month,46.0,46,DSL,No,No,Electronic check
8481-YYXWG,0.975,Yes,Critical Risk,5,Month-to-month,89.35,461.7,Fiber optic,No,Yes,Electronic check
5597-GLBUC,0.975,Yes,Critical Risk,1,Month-to-month,85.45,85.45,Fiber optic,No,No,Electronic check
1010-DIAUQ,0.975,Yes,Critical Risk,5,Month-to-month,96.5,492.55,Fiber optic,No,No,Bank transfer (automatic)
0013-EXCHZ,0.975,Yes,Critical Risk,3,Month-to-month,83.9,267.4,Fiber optic,No,Yes,Mailed check
9190-MFJLN,0.975,Yes,Critical Risk,19,Month-to-month,95.9,1777.9,Fiber optic,No,No,Credit card (automatic)
8010-EZLOU,0.975,Yes,Critical Risk,15,Month-to-month,80.2,1217.25,Fiber optic,No,No,Electronic check
6356-ELRKD,0.975,Yes,Critical Risk,1,Month-to-month,95.6,95.6,Fiber optic,Yes,No,Electronic check
2013-SGDXK,0.975,Yes,Critical Risk,1,Month-to-month,84.3,84.3,Fiber optic,No,No,Electronic check
7615-ESMYF,0.975,Yes,Critical Risk,2,Month-to-month,44.6,97.1,DSL,No,No,Electronic check
3685-YLCMQ,0.975,Yes,Critical Risk,58,One year,104.65,6219.6,Fiber optic,No,Yes,Electronic check
5445-UTODQ,0.975,Yes,Critical Risk,7,Month-to-month,81.1,576.65,Fiber optic,No,No,Electronic check
2962-XPMCQ,0.975,Yes,Critical Risk,2,Month-to-month,45.15,98.5,DSL,No,No,Electronic check
3765-JXVKY,0.975,Yes,Critical Risk,1,Month-to-month,74.7,74.7,Fiber optic,No,No,Electronic check
4816-LXZYW,0.975,Yes,Critical Risk,23,Month-to-month,79.15,1676.95,Fiber optic,No,No,Electronic check
1564-NTYXF,0.975,Yes,Critical Risk,13,Month-to-month,82.0,1127.2,Fiber optic,No,No,Electronic check
3376-BMGFE,0.975,Yes,Critical Risk,4,Month-to-month,70.9,273,Fiber optic,No,No,Bank transfer (automatic)
4236-XPXAV,0.975,Yes,Critical Risk,5,Month-to-month,99.15,465.05,Fiber optic,No,Yes,Mailed check
9191-MYQKX,0.975,Yes,Critical Risk,7,Month-to-month,75.15,496.9,Fiber optic,No,No,Bank transfer (automatic)
5624-BQSSA,0.9727,Yes,Critical Risk,1,Month-to-month,20.95,20.95,No,No internet service,No internet service,Mailed check
2472-OVKUP,0.97,Yes,Critical Risk,6,Month-to-month,91.0,531,Fiber optic,No,No,Electronic check
5299-RULOA,0.97,Yes,Critical Risk,10,Month-to-month,100.25,1064.65,Fiber optic,Yes,No,Electronic check
7825-ECJRF,0.97,Yes,Critical Risk,19,Month-to-month,106.6,1934.45,Fiber optic,Yes,Yes,Electronic check
1875-QIVME,0.97,Yes,Critical Risk,2,Month-to-month,104.4,242.8,Fiber optic,No,Yes,Electronic check
2232-DMLXU,0.97,Yes,Critical Risk,1,Month-to-month,55.2,55.2,DSL,No,No,Mailed check
7234-FECYN,0.97,Yes,Critical Risk,8,Month-to-month,101.35,780.5,Fiber optic,No,No,Electronic check
0772-GYEQQ,0.97,Yes,Critical Risk,3,Month-to-month,88.35,262.05,Fiber optic,No,Yes,Mailed check
2265-CYWIV,0.97,Yes,Critical Risk,4,Month-to-month,99.6,347.65,Fiber optic,Yes,No,Electronic check
2672-HUYVI,0.97,Yes,Critical Risk,6,Month-to-month,91.1,455.3,Fiber optic,No,No,Electronic check
7508-MYBOG,0.97,Yes,Critical Risk,14,Month-to-month,86.1,1235.55,Fiber optic,No,No,Electronic check
6496-SLWHQ,0.97,Yes,Critical Risk,3,Month-to-month,105.0,294.45,Fiber optic,No,No,Electronic check
4445-ZJNMU,0.97,Yes,Critical Risk,9,Month-to-month,99.3,918.75,Fiber optic,No,No,Credit card (automatic)
4013-TLDHQ,0.97,Yes,Critical Risk,19,Month-to-month,78.25,1490.95,Fiber optic,No,No,Electronic check
4145-UQXUQ,0.97,Yes,Critical Risk,8,Month-to-month,92.1,729.95,Fiber optic,No,No,Electronic check
8854-CCVSQ,0.97,Yes,Critical Risk,18,Month-to-month,80.65,1451.9,Fiber optic,No,No,Electronic check
5442-BHQNG,0.97,Yes,Critical Risk,2,Month-to-month,70.35,139.25,Fiber optic,No,No,Electronic check
3320-VEOYC,0.97,Yes,Critical Risk,14,Month-to-month,95.6,1273.3,Fiber optic,No,No,Electronic check
8943-URTMR,0.97,Yes,Critical Risk,2,Month-to-month,79.65,152.7,Fiber optic,No,No,Mailed check
1589-AGTLK,0.97,Yes,Critical Risk,3,Month-to-month,45.35,141.5,DSL,No,No,Electronic check
5729-KLZAR,0.97,Yes,Critical Risk,4,Month-to-month,80.85,302.75,Fiber optic,No,No,Electronic check
7969-AULMZ,0.97,Yes,Critical Risk,21,Month-to-month,97.35,2119.5,Fiber optic,No,No,Electronic check
1069-XAIEM,0.97,Yes,Critical Risk,1,Month-to-month,85.05,85.05,Fiber optic,No,No,Electronic check
9514-JDSKI,0.97,Yes,Critical Risk,1,Month-to-month,40.2,40.2,DSL,No,No,Electronic check
8784-CGILN,0.97,Yes,Critical Risk,18,Month-to-month,99.85,1776.95,Fiber optic,No,Yes,Bank transfer (automatic)
7379-POKDZ,0.97,Yes,Critical Risk,3,Month-to-month,70.3,208.85,Fiber optic,No,No,Electronic check
0655-RBDUG,0.97,Yes,Critical Risk,7,Month-to-month,98.05,713,Fiber optic,No,No,Bank transfer (automatic)
3753-TSEMP,0.97,Yes,Critical Risk,15,Month-to-month,88.15,1390.6,Fiber optic,No,No,Electronic check
8258-GSTJK,0.97,Yes,Critical Risk,3,Month-to-month,77.0,237.75,Fiber optic,No,No,Electronic check
8519-IMDHU,0.97,Yes,Critical Risk,15,Month-to-month,85.6,1345.55,Fiber optic,No,No,Bank transfer (automatic)
3643-AHCFP,0.97,Yes,Critical Risk,7,Month-to-month,95.6,644.35,Fiber optic,No,No,Bank transfer (automatic)
1977-STDKI,0.97,Yes,Critical Risk,1,Month-to-month,73.0,73,Fiber optic,No,No,Electronic check
1389-CXMLU,0.97,Yes,Critical Risk,3,Month-to-month,91.05,289.1,Fiber optic,No,No,Electronic check
6390-DSAZX,0.97,Yes,Critical Risk,1,Month-to-month,73.6,73.6,Fiber optic,Yes,No,Mailed check
2272-QAGFO,0.97,Yes,Critical Risk,14,Month-to-month,74.3,1096.25,Fiber optic,No,No,Electronic check
5561-NWEVX,0.97,Yes,Critical Risk,2,Month-to-month,79.2,172.85,Fiber optic,No,No,Electronic check
9444-JTXHZ,0.97,Yes,Critical Risk,1,Month-to-month,76.2,76.2,Fiber optic,No,No,Electronic check
2983-ZANRP,0.97,Yes,Critical Risk,2,Month-to-month,73.55,145.4,Fiber optic,No,No,Bank transfer (automatic)
3372-KWFBM,0.97,Yes,Critical Risk,16,Month-to-month,86.6,1281,Fiber optic,No,No,Electronic check
1262-OPMFY,0.97,Yes,Critical Risk,9,Month-to-month,75.75,655.9,Fiber optic,No,No,Bank transfer (automatic)
2608-BHKFN,0.97,Yes,Critical Risk,4,Month-to-month,70.05,266.9,Fiber optic,No,No,Credit card (automatic)
4759-TRPLW,0.97,Yes,Critical Risk,1,Month-to-month,70.4,70.4,Fiber optic,No,No,Electronic check
7156-MHUGY,0.97,Yes,Critical Risk,13,Month-to-month,90.5,1201.15,Fiber optic,No,No,Electronic check
8051-HJRLT,0.97,Yes,Critical Risk,1,Month-to-month,70.55,70.55,Fiber optic,No,No,Electronic check
5931-FLJJF,0.97,Yes,Critical Risk,7,Month-to-month,70.1,467.55,Fiber optic,No,No,Mailed check
5712-PTIWW,0.97,Yes,Critical Risk,2,Month-to-month,79.85,152.45,Fiber optic,No,Yes,Electronic check
2506-CLAKW,0.97,Yes,Critical Risk,6,Month-to-month,98.15,567.45,Fiber optic,Yes,Yes,Bank transfer (automatic)
3097-NQYSN,0.97,Yes,Critical Risk,2,Month-to-month,86.85,156.35,Fiber optic,No,No,Mailed check
2683-BPJSO,0.97,Yes,Critical Risk,29,Month-to-month,84.45,2467.1,Fiber optic,Yes,No,Electronic check
0515-YPMCW,0.97,Yes,Critical Risk,1,Month-to-month,70.45,70.45,Fiber optic,No,No,Mailed check
7783-YKGDV,0.97,Yes,Critical Risk,12,Month-to-month,99.7,1238.45,Fiber optic,Yes,No,Bank transfer (automatic)
2873-ZLIWT,0.97,Yes,Critical Risk,40,Month-to-month,84.85,3303.05,Fiber optic,No,Yes,Electronic check
3793-MMFUH,0.97,Yes,Critical Risk,13,Month-to-month,95.05,1290,Fiber optic,No,No,Electronic check
0094-OIFMO,0.97,Yes,Critical Risk,11,Month-to-month,95.0,1120.3,Fiber optic,No,No,Electronic check
4816-JBHOV,0.97,Yes,Critical Risk,2,Month-to-month,44.7,93.7,DSL,No,No,Electronic check
4112-LUEIZ,0.97,Yes,Critical Risk,10,Month-to-month,89.5,863.1,Fiber optic,No,No,Electronic check
3801-HMYNL,0.97,Yes,Critical Risk,1,Month-to-month,89.15,89.15,Fiber optic,No,No,Mailed check
2545-EBUPK,0.97,Yes,Critical Risk,2,Month-to-month,84.05,186.05,Fiber optic,No,No,Electronic check
2609-IAICY,0.97,Yes,Critical Risk,1,Month-to-month,77.15,77.15,Fiber optic,No,No,Electronic check
7547-EKNFS,0.97,Yes,Critical Risk,42,Month-to-month,95.25,3959.35,Fiber optic,No,No,Bank transfer (automatic)
